instansi,status,reference
perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (airnav),no,perum pelayanan
perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia (airnav),no,lembaga penyelenggara pelayanan
perum bulog,yes,perum bulog kabupaten probolinggo
perum bulog,no,perum peruri
perum bulog,no,perum damri
perum damri,yes,perum damri uabk bandung
perum damri,no,perum bulog
perum damri,no,perum peruri
perum jasa tirta i,yes,jasa tirta
perum jasa tirta i,no,jasa tirta 2
perum jasa tirta ii,yes,jasa tirta 2
perum kehutanan negara (perhutani),yes,perum perhutani kph bandung utara
perum kehutanan negara (perhutani),yes,perum perhutani divisi regional jawa barat dan banten
perum kehutanan negara (perhutani),no,perum produksi film negara (pfn)
perum kehutanan negara (perhutani),no,perum percetakan negara
perum pembangunan perumahan nasional (perumnas),yes,perusahaan umum pembangunan perumahan nasional
perum pembangunan perumahan nasional (perumnas),yes,perum perumnas
perum pembangunan perumahan nasional (perumnas),no,perum lembaga kantor berita nasional antara (lkbn antara)
perum pembangunan perumahan nasional (perumnas),no,konsumen perumahan nasional
perum percetakan negara republik indonesia (pnri),yes,perum pnri
perum percetakan negara republik indonesia (pnri),yes,perusahaan umum percetakan negara republik indonesia
perum percetakan negara republik indonesia (pnri),no,perum percetakan uang republik indonesia (peruri)
perum percetakan negara republik indonesia (pnri),no,perum kehutanan negara (perhutani)
perum percetakan uang republik indonesia (peruri),yes,perum peruri
perum percetakan uang republik indonesia (peruri),no,perum percetakan negara republik indonesia (pnri)
perum percetakan uang republik indonesia (peruri),no,perum perikanan indonesia
perum produksi film negara (pfn),yes,perum pfn
perum produksi film negara (pfn),yes,perusahaan umum produksi film negara
perum produksi film negara (pfn),no,perum kehutanan negara (perhutani)
perum produksi film negara (pfn),no,perum percetakan negara republik indonesia (pnri)
pt amarta karya (persero),yes,pt amka
pt amarta karya (persero),no,pt adhi karya (persero)
pt amarta karya (persero),no,pt karya solusi prima sejahtera
pt angkasa pura i (persero),yes,angkasa pura
pt angkasa pura i (persero),yes,ap1
pt angkasa pura i (persero),no,angkasa pura 2
pt angkasa pura ii (persero),yes,angkasa pura 2
pt angkasa pura ii (persero),yes,ap2
pt asabri,yes,pt asabri (persero)
pt asabri,yes,perseta asabri pensiunan polri
pt asabri,no,pt amarta karya (persero)
pt asabri,no,pt asahimas flat glass
pt asdp indonesia ferry (persero),no,pt asuransi jasa indonesia (persero)
pt asdp indonesia ferry (persero),no,pt ferry sonneville
pt asuransi jiwasraya (persero),no,pt asuransi jasa indonesia (persero)
pt asuransi jiwasraya (persero),no,pt asuransi kredit indonesia (persero)
pt bahana pembinaan usaha indonesia (persero),yes,bpui
pt bahana pembinaan usaha indonesia (persero),no,pt bahana sekuritas
pt bahana pembinaan usaha indonesia (persero),no,pt bahana selaras
"pt bank negara indonesia (persero), tbk. (bni)",yes,bank bni kantor cabang karawang
"pt bank negara indonesia (persero), tbk. (bni)",no,bank rakyat indonesia
"pt bank negara indonesia (persero), tbk. (bni)",no,bank tabungan negara
pt barata indonesia (persero),no,pt bank rakyat indonesia
pt barata indonesia (persero),no,pt barata guna perkasa
pt berdikari (persero),no,pt bio farma
pt berdikari (persero),no,pt bersama zatta jaya
pt bhanda ghara reksa (persero),no,pt danareksa (persero)
pt bhanda ghara reksa (persero),no,pt bhakti multi artha tbk
pt bio farma,yes,pt bio farma bandung
pt bio farma,yes,bio farma
pt bio farma,no,pt kimia farma
pt bio farma,no,pt farma sevaka nusantara
pt biro klasifikasi indonesia (persero),yes,pt biro klasifikasi indonesia (persero) cabang cirebon
pt biro klasifikasi indonesia (persero),no,biro perencanaan dpr ri
pt biro klasifikasi indonesia (persero),no,pt biro teknik sinar baru
pt brantas abipraya (persero),yes,brantas abipraya
pt brantas abipraya (persero),yes,kantor pusat pt brantas abipraya (persero)
pt brantas abipraya (persero),no,kereta api brantas
pt brantas abipraya (persero),no,pt abishar technologies indonesia
pt dahana (persero),yes,pt dahana subang
pt dahana (persero),no,gor dahana
pt dahana (persero),no,pt dahana berlian motor
pt dana tabungan dan asuransi pegawai negeri / taspen (persero),yes,pt taspen (persero)
pt dana tabungan dan asuransi pegawai negeri / taspen (persero),no,bank mandiri taspen
pt dana tabungan dan asuransi pegawai negeri / taspen (persero),no,bank tabungan pensiunan nasional
pt danareksa (persero),no,pt bhanda ghara reksa (persero)
pt danareksa (persero),no,bareksa
pt djakarta lloyd (persero),no,perum pengangkutan penumpang djakarta (ppd)
pt djakarta lloyd (persero),no,pt jakarta propertindo
"pt garuda indonesia (persero), tbk.",no,pt garuda metalindo
"pt garuda indonesia (persero), tbk.",no,pt garuda mart indonesia
pt dok dan perkapalan kodja bahari (persero),yes,pt dkb
pt dok dan perkapalan kodja bahari (persero),no,pt dok dan perkapalan surabaya (persero)
pt dok dan perkapalan kodja bahari (persero),no,pt bahari eka nusantara
pt energy management indonesia,yes,emipersero
pt energy management indonesia,yes,pt emi
pt energy management indonesia,no,indonesia energy corporation
pt energy management indonesia,no,pt indika energy
pt geodipa energi,yes,pt geo dipa energi (persero)
pt geodipa energi,no,geo energy group
pt geodipa energi,no,pt geotekindo
pt hutama karya (persero),yes,hk
pt hutama karya (persero),no,pt karya utamaputra mandiri
pt hutama karya (persero),no,pt karya putra nusantara perkasa
pt indah karya (persero),no,pt indra karya (persero)
pt indah karya (persero),no,pt hutama karya
pt indra karya (persero),no,pt indah karya (persero)
pt indra karya (persero),no,pt hutama karya (persero)
pt industri nuklir indonesia (persero),yes,pt inuki (persero)
pt industri nuklir indonesia (persero),no,pt industri kapal indonesia (persero)
pt industri nuklir indonesia (persero),no,pt industri baterai indonesia
pt industri sandang nusantara (persero),yes,pt isn (persero)
pt industri sandang nusantara (persero),yes,industri sandang nusantara
pt industri sandang nusantara (persero),no,pt bio industri nusantara
pt industri sandang nusantara (persero),no,pt industri nusantara sejahtera abadi
pt industri telekomunikasi indonesia (persero),yes,pt inti (persero)
pt industri telekomunikasi indonesia (persero),no,pt industri nuklir indonesia (persero)
pt industri telekomunikasi indonesia (persero),no,pt industri kapal indonesia (persero)
pt istaka karya (persero),no,pt indra karya (persero)
pt istaka karya (persero),no,pt indah karya (persero)
pt jakarta industrial estate pulogadung,yes,jiep ecogreen
pt jakarta industrial estate pulogadung,yes,pt jiep
pt jakarta industrial estate pulogadung,no,balai diklat industri jakarta
pt jakarta industrial estate pulogadung,no,hotel orchardz industri jakarta
"pt jasa marga (persero), tbk.",yes,pt jasa marga cabang purbaleunyi
"pt jasa marga (persero), tbk.",no,pt jasa raharja (persero)
"pt jasa marga (persero), tbk.",no,pt jasa sarana
pt jasa raharja (persero),yes,jasa raharja
pt jasa raharja (persero),yes,jasa raharja bandung
pt jasa raharja (persero),no,"pt jasa marga (persero), tbk."
pt jasa raharja (persero),no,pt jasa sarana
pt kawasan berikat nusantara (persero),no,pt kawasan industri wijayakusuma (persero)
pt kawasan berikat nusantara (persero),no,pt nusantara laju bersama
pt kawasan industri wijayakusuma (persero),no,pt kawasan berikat nusantara (persero)
pt kawasan industri wijayakusuma (persero),no,pt industri telekomunikasi indonesia
pt kimia farma,yes,kimia farma
pt kimia farma,yes,pt kimia farma tbk
pt kimia farma,no,pt indofarma
pt kimia farma,no,pt bio farma
pt kliring berjangka indonesia (persero),no,pt solid gold berjangka
pt kliring berjangka indonesia (persero),no,pt kliring penjaminan efek indonesia
pt pal indonesia (persero),yes,pal indonesia
pt pal indonesia (persero),no,pt kliring berjangka indonesia (persero)
pt pal indonesia (persero),no,pt palma serasih
pt pann pembiayaan maritim (persero),yes,pt pann
pt pann pembiayaan maritim (persero),yes,pann pembiayaan maritim
pt pann pembiayaan maritim (persero),no,pt maritim barito perkasa
pt pann pembiayaan maritim (persero),no,pt pembiayaan digital indonesia
pt pegadaian (persero),yes,pt pegadaian area samarinda
pt pegadaian (persero),no,pt len industri (persero)
pt pegadaian (persero),no,pt pegasus honor indonesia
pt pelabuhan indonesia iii (persero),yes,pelabuhan indonesia iii
pt pelabuhan indonesia iii (persero),yes,pelindo iii
pt pelabuhan indonesia iii (persero),no,pelabuhan indonesia ii
pt pelabuhan indonesia iii (persero),no,pelindo
pt pelabuhan indonesia iv (persero),yes,pelabuhan indonesia iv
pt pelabuhan indonesia iv (persero),yes,pelindo iv
pt pelabuhan indonesia iv (persero),no,pt pelabuhan indonesia i
pt pelabuhan indonesia iv (persero),no,pelindo
pt pelayaran nasional indonesia (persero) (pelni),no,pt pelayaran nasional ekalya purnamasari tbk
pt pelayaran nasional indonesia (persero) (pelni),no,pt pelayaran bahtera adhiguna
pt pembangunan perumahan (persero),no,pt pembangunan jaya
pt pembangunan perumahan (persero),no,pt pembangunan jaya ancol
pt pengembangan pariwisata indonesia (persero),no,kementerian pariwisata dan ekonomi kreatif republik indonesia
pt pengembangan pariwisata indonesia (persero),no,pt pengembangan investasi riau
pt pengusahaan daerah industri pulau batam (persero),yes,pt pdi batam
pt pengusahaan daerah industri pulau batam (persero),yes,pt persero batam
pt pengusahaan daerah industri pulau batam (persero),no,pemerintah kota batam
pt pengusahaan daerah industri pulau batam (persero),no,pt kawasan industri jababeka tbk
pt penjaminan infrastruktur indonesia (persero),yes,pt pii persero
pt penjaminan infrastruktur indonesia (persero),no,pt penjaminan jamkrindo syariah
pt penjaminan infrastruktur indonesia (persero),no,pt infrastruktur bisnis sejahtera
pt perikanan nusantara,yes,pt perinus
pt perikanan nusantara,yes,pt perinus (persero)
pt perikanan nusantara,no,pt perkebunan nusantara iii
pt perikanan nusantara,no,pt nusantara compnet integrator
pt perkebunan nusantara iii,yes,pt. perkebunan nusantara iii (persero)
pt perkebunan nusantara iii,no,pt perkebunan nusantara iv
pt perkebunan nusantara iii,no,pt perikanan nusantara
pt permodalan nasional madani (persero),yes,pt pnm (persero)
pt permodalan nasional madani (persero),no,pemodalan nasional berhad
pt permodalan nasional madani (persero),no,pt media solusi internasional
pt pertamina (persero),no,pt pertani
pt pertamina (persero),no,pertamini
pt pertani (persero),no,pt pertamina
pt pertani (persero),no,pt tani hub indonesia
pt perusahaan gas negara (persero) tbk,yes,pgn
pt perusahaan gas negara (persero) tbk,yes,perusahaan gas negara
pt perusahaan gas negara (persero) tbk,no,pt perusahaan listrik negara (persero) (pln)
pt perusahaan gas negara (persero) tbk,no,pt pertamina gas negara tbk
pt perusahaan listrik negara (persero) (pln),no,pt perusahaan gas negara (persero) tbk
pt perusahaan listrik negara (persero) (pln),no,pt perusahaan pengelola aset (persero)
pt pos indonesia (persero),yes,pt pos indonesia kc cirebon
pt pos indonesia (persero),no,pt pos properti indonesia
pt pos indonesia (persero),no,pt posco indonesia
pt pupuk indonesia holding company,yes,pupuk indonesia
pt pupuk indonesia holding company,yes,pt pupuk indonesia (persero)
pt pupuk indonesia holding company,no,distributor pupuk bersubsidi
pt pupuk indonesia holding company,no,indonesia holding company
pt reasuransi indonesia utama (persero),yes,indonesia re
pt reasuransi indonesia utama (persero),no,pt indonesia utama abadi
pt reasuransi indonesia utama (persero),no,pt reasuransi nasional indonesia
pt sarana multi infrastruktur (persero) (pt smi),no,pt sarana multigriya finansial (persero)
pt sarana multi infrastruktur (persero) (pt smi),no,pt multi wahana kencana
pt sarinah (persero),no,pt sariguna primatirta
pt sarinah (persero),no,pt sarimelati kencana
pt semen baturaja (persero),no,pt semen indonesia (persero)
pt semen baturaja (persero),no,pt semen padang
"pt semen indonesia (persero), tbk.",no,pt semen baturaja (persero)
"pt semen indonesia (persero), tbk.",no,pt tambang semen sukabumi
pt varuna tirta prakasya (persero),no,pt varuna artha nugraha
pt varuna tirta prakasya (persero),no,pt tirta investama
pt virama karya (persero),yes,pt virama karya (persero) cabang jawa timur
pt virama karya (persero),yes,virama karya cabang surabaya
pt virama karya (persero),yes,virama karya
pt virama karya (persero),no,virama
"pt waskita karya (persero), tbk.",yes,pt waskita karya cabang bali
"pt waskita karya (persero), tbk.",yes,pt waskita beton precast tbk
"pt waskita karya (persero), tbk.",yes,pt waskita toll road
"pt waskita karya (persero), tbk.",yes,pt waskita karya realty
"pt waskita karya (persero), tbk.",yes,pt waskita karya energi
"pt waskita karya (persero), tbk.",no,waskita
"pt wijaya karya (persero), tbk.",no,pt. wijaya triutama plywood industri
"pt wijaya karya (persero), tbk.",yes,pt wika
"pt wijaya karya (persero), tbk.",no,wika
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya beton
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya industri konstruksi
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya bitumen
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya bangunan gedung
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya rekayasa konstruksi
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya realty
"pt wijaya karya (persero), tbk.",yes,pt wijaya karya serang panimbang
"pt wijaya karya (persero), tbk.",yes,pt wika tirta jaya jatiluhur
"pt wijaya karya (persero), tbk.",no,pt karya
"pt wijaya karya (persero), tbk.",no,pt. wijaya machinery perkasa
pt yodya karya (persero),yes,pt. yodya karya sby
pt yodya karya (persero),yes,pt. yodya karya (persero) region i
pt yodya karya (persero),yes,pt. yodya karya kupang
pt yodya karya (persero),no,yodya
pt nindya karya,no,nindya
pt nindya karya,yes,pt nindya
pt nindya karya,no,pt karya
pt nindya karya,yes,pt. nindya karya wilayah iv
pt surabaya industrial estate rungkut,no,pt surabaya
pt surabaya industrial estate rungkut,no,pt industrial estate
pt surabaya industrial estate rungkut,no,pt surabaya industrial
pt kawasan industri lampung,no,pt kawasan industri
pt kawasan industri lampung,no,pt industri
pt kawasan industri lampung,yes,pt kawasan industri lampung
pt kawasan industri lampung,no,pt kawasan lampung
pt pengembangan armada niaga nasional (persero),no,pt pengembangan
pt pengembangan armada niaga nasional (persero),no,pt pengembangan niaga
pt pengembangan armada niaga nasional (persero),no,pt pengembangan niaga nasional
pt iglas (persero),yes,pt iglas indonesia
pt iglas (persero),yes,pt industri gelas
pt kertas kraft aceh (persero),no,pt aceh
pt kertas kraft aceh (persero),no,pt kertas
pt kertas kraft aceh (persero),no,kertas kraft
pt sarana multigriya finansial (persero),no,pt sarana
pt sarana multigriya finansial (persero),no,pt sarana finansial
pt sarana multigriya finansial (persero),yes,smf-indonesia
"pt telkom indonesia (persero), tbk.",yes,pt telkom indonesia
"pt telkom indonesia (persero), tbk.",no,pt telkomsel
"pt telkom indonesia (persero), tbk.",no,telkom university
"pt telkom indonesia (persero), tbk.",no,telkom
pt primissima (persero),yes,primissima batik
pt industri kereta api (persero) (inka),no,pt industri
pt kawasan industri makassar (persero),yes,pt kawasan industri makassar
pt kawasan industri makassar (persero),yes,kima
pt kawasan industri makassar (persero),no,pt kawasan industri medan
